Category,Quote,Author
cities,"What strange phenomena we find in a great city, all we need do is stroll about with our eyes open. Life swarms with innocent monsters.",Charles Baudelaire
life,"What strange phenomena we find in a great city, all we need do is stroll about with our eyes open. Life swarms with innocent monsters.",Charles Baudelaire
monsters,"What strange phenomena we find in a great city, all we need do is stroll about with our eyes open. Life swarms with innocent monsters.",Charles Baudelaire
writing,A good writer knew when not to write. Anybody could type. Not that I was a good typist also I couldn't spell and I didn't know grammar. But I knew when not to write. It was like fucking. You had to rest the godhead now and then.,Charles Bukowski
aging,A life can change in a tenth ofa second.or sometimes it can take70years.,Charles Bukowski
change,A life can change in a tenth ofa second.or sometimes it can take70years.,Charles Bukowski
life,A life can change in a tenth ofa second.or sometimes it can take70years.,Charles Bukowski
time,A life can change in a tenth ofa second.or sometimes it can take70years.,Charles Bukowski
bliss,And our few good times will be rare because we have the critical senseand are not easy to fool with laughter.,Charles Bukowski
critical,And our few good times will be rare because we have the critical senseand are not easy to fool with laughter.,Charles Bukowski
good-times,And our few good times will be rare because we have the critical senseand are not easy to fool with laughter.,Charles Bukowski
happiness,And our few good times will be rare because we have the critical senseand are not easy to fool with laughter.,Charles Bukowski
laughter,And our few good times will be rare because we have the critical senseand are not easy to fool with laughter.,Charles Bukowski
poetry,"And then she would smile, to show me how, and it was the saddest smile I ever saw.",Charles Bukowski
alone,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
bukowski,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
death,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
force,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
human-beings,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
humanity,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
life,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
lonely,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
love,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
misery,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
nobody,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
peace,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
poem,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
poetry,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
society,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
soul,"As long as there arehuman beings aboutthere is never going to beany peacefor any individualupon this earth (oranywhere elsethey mightescape to).all you can dois maybe grabten lucky minuteshereor maybe an hourthere.somethingis working toward youright now, andI mean youand nobody butyou.",Charles Bukowski
